file_a_name,file_b_name,class_a_name,class_b_name,file_a_path,file_b_path,is_equal
2049426304_2049426308.tif,2040163089.tif,budget,budget,train/budget/2049426304_2049426308.tif,train/budget/2040163089.tif,1
2051516608_2051516612.tif,2015041431_2015041450.tif,scientific_publication,scientific_report,train/scientific_publication/2051516608_2051516612.tif,train/scientific_report/2015041431_2015041450.tif,0
tob01910.47.tif,0001488468.tif,presentation,questionnaire,train/presentation/tob01910.47.tif,train/questionnaire/0001488468.tif,0
50608117-8117.tif,40011552-1553.tif,resume,resume,train/resume/50608117-8117.tif,train/resume/40011552-1553.tif,1
2060064062.tif,87478742.tif,file_folder,memo,train/file_folder/2060064062.tif,train/memo/87478742.tif,0
2057410682_2057410683.tif,2069728381.tif,specification,specification,train/specification/2057410682_2057410683.tif,train/specification/2069728381.tif,1
01133083.tif,2028939236_2028939257.tif,presentation,presentation,train/presentation/01133083.tif,train/presentation/2028939236_2028939257.tif,1
2082452094_2104.tif,50179461-9461.tif,presentation,resume,train/presentation/2082452094_2104.tif,train/resume/50179461-9461.tif,0
506049650+-9656.tif,514303318+-3329.tif,questionnaire,questionnaire,train/questionnaire/506049650+-9656.tif,train/questionnaire/514303318+-3329.tif,1
2022945721_2022945724.tif,1005089343.tif,resume,resume,train/resume/2022945721_2022945724.tif,train/resume/1005089343.tif,1
1002484597.tif,94004160.tif,advertisement,memo,train/advertisement/1002484597.tif,train/memo/94004160.tif,0
70007021-7021.tif,0060199039.tif,file_folder,file_folder,train/file_folder/70007021-7021.tif,train/file_folder/0060199039.tif,1
1001402327_2328.tif,2505556457_6458.tif,scientific_report,scientific_report,train/scientific_report/1001402327_2328.tif,train/scientific_report/2505556457_6458.tif,1
0000225741.tif,50696087-6088.tif,questionnaire,resume,train/questionnaire/0000225741.tif,train/resume/50696087-6088.tif,0
501299822.tif,2043087694.tif,questionnaire,questionnaire,train/questionnaire/501299822.tif,train/questionnaire/2043087694.tif,1
2084511887.tif,2030623391.tif,advertisement,file_folder,train/advertisement/2084511887.tif,train/file_folder/2030623391.tif,0
80234426_80234429.tif,2084020329.tif,invoice,invoice,train/invoice/80234426_80234429.tif,train/invoice/2084020329.tif,1
91810217-b.tif,2049419314_2049419329.tif,invoice,budget,train/invoice/91810217-b.tif,train/budget/2049419314_2049419329.tif,0
2043213001.tif,91076417.tif,file_folder,budget,train/file_folder/2043213001.tif,train/budget/91076417.tif,0
518227393+-7394.tif,01838395_8399.tif,questionnaire,questionnaire,train/questionnaire/518227393+-7394.tif,train/questionnaire/01838395_8399.tif,1
2044694070.tif,1001802602_1001802604.tif,file_folder,memo,train/file_folder/2044694070.tif,train/memo/1001802602_1001802604.tif,0
2057045627.tif,2501414485.tif,scientific_report,scientific_report,train/scientific_report/2057045627.tif,train/scientific_report/2501414485.tif,1
512416613.tif,1003184438_1003184439.tif,specification,memo,train/specification/512416613.tif,train/memo/1003184438_1003184439.tif,0
2075169560_9567.tif,87147728.tif,scientific_publication,invoice,train/scientific_publication/2075169560_9567.tif,train/invoice/87147728.tif,0
0060373152.tif,515313892+-3893.tif,questionnaire,questionnaire,train/questionnaire/0060373152.tif,train/questionnaire/515313892+-3893.tif,1
2021310829.tif,2505322520.tif,file_folder,scientific_report,train/file_folder/2021310829.tif,train/scientific_report/2505322520.tif,0
2072361046.tif,2044694070.tif,news_article,file_folder,train/news_article/2072361046.tif,train/file_folder/2044694070.tif,0
2044412148.tif,50532264-2264.tif,presentation,scientific_publication,train/presentation/2044412148.tif,train/scientific_publication/50532264-2264.tif,0
2025447885_2025447918.tif,88928567_8586.tif,presentation,presentation,train/presentation/2025447885_2025447918.tif,train/presentation/88928567_8586.tif,1
500975997+-5997.tif,2045059467.tif,specification,memo,train/specification/500975997+-5997.tif,train/memo/2045059467.tif,0
84460958_84460965.tif,0011934314.tif,questionnaire,memo,train/questionnaire/84460958_84460965.tif,train/memo/0011934314.tif,0
2505117854.tif,89418953_89418989.tif,scientific_report,scientific_report,train/scientific_report/2505117854.tif,train/scientific_report/89418953_89418989.tif,1
2058503151.tif,2070718193.tif,advertisement,advertisement,train/advertisement/2058503151.tif,train/advertisement/2070718193.tif,1
11064642_11064647.tif,03755083_03755094.tif,scientific_publication,scientific_publication,train/scientific_publication/11064642_11064647.tif,train/scientific_publication/03755083_03755094.tif,1
tob04709.83_tob04709.91.tif,0000176748.tif,presentation,questionnaire,train/presentation/tob04709.83_tob04709.91.tif,train/questionnaire/0000176748.tif,0
0060141431.tif,2065323165.tif,file_folder,file_folder,train/file_folder/0060141431.tif,train/file_folder/2065323165.tif,1
10160672.tif,1000368357.tif,scientific_publication,questionnaire,train/scientific_publication/10160672.tif,train/questionnaire/1000368357.tif,0
0001156475.tif,1001514967.tif,invoice,questionnaire,train/invoice/0001156475.tif,train/questionnaire/1001514967.tif,0
2057999244.tif,2030542076_2030542078.tif,specification,specification,train/specification/2057999244.tif,train/specification/2030542076_2030542078.tif,1
2077867125.tif,50443705-3706.tif,file_folder,resume,train/file_folder/2077867125.tif,train/resume/50443705-3706.tif,0
0000175238.tif,2073867329_7340.tif,questionnaire,questionnaire,train/questionnaire/0000175238.tif,train/questionnaire/2073867329_7340.tif,1
2063431239.tif,0012944021.tif,news_article,file_folder,train/news_article/2063431239.tif,train/file_folder/0012944021.tif,0
507541638.tif,10353919_10353925.tif,specification,scientific_publication,train/specification/507541638.tif,train/scientific_publication/10353919_10353925.tif,0
0060256292.tif,00062514.tif,presentation,scientific_report,train/presentation/0060256292.tif,train/scientific_report/00062514.tif,0
10068284.tif,50613587-3596.tif,scientific_publication,scientific_publication,train/scientific_publication/10068284.tif,train/scientific_publication/50613587-3596.tif,1
85649908.tif,0060099112.tif,invoice,invoice,train/invoice/85649908.tif,train/invoice/0060099112.tif,1
2040274038.tif,2000761053.tif,memo,memo,train/memo/2040274038.tif,train/memo/2000761053.tif,1
00921857.tif,520526601+-6601.tif,invoice,invoice,train/invoice/00921857.tif,train/invoice/520526601+-6601.tif,1
2077358680.tif,2045264049_2045264060.tif,news_article,questionnaire,train/news_article/2077358680.tif,train/questionnaire/2045264049_2045264060.tif,0
2501663202.tif,2029233137_2029233139.tif,resume,scientific_report,train/resume/2501663202.tif,train/scientific_report/2029233137_2029233139.tif,0
93496098_6111.tif,09005401.tif,budget,budget,train/budget/93496098_6111.tif,train/budget/09005401.tif,1
2040854062_2040854075.tif,1003638096_1003638099.tif,presentation,questionnaire,train/presentation/2040854062_2040854075.tif,train/questionnaire/1003638096_1003638099.tif,0
2501205127.tif,500949653_500949654.tif,news_article,questionnaire,train/news_article/2501205127.tif,train/questionnaire/500949653_500949654.tif,0
2057416751_2057416752.tif,03842233.tif,specification,questionnaire,train/specification/2057416751_2057416752.tif,train/questionnaire/03842233.tif,0
87703958_87703959.tif,2031300782.tif,presentation,specification,train/presentation/87703958_87703959.tif,train/specification/2031300782.tif,0
50320105-0106.tif,2073863362.tif,resume,resume,train/resume/50320105-0106.tif,train/resume/2073863362.tif,1
PUBLICATIONS023561-3.tif,50374819-4819.tif,scientific_publication,scientific_publication,train/scientific_publication/PUBLICATIONS023561-3.tif,train/scientific_publication/50374819-4819.tif,1
2070711640_1641.tif,0060215699.tif,advertisement,questionnaire,train/advertisement/2070711640_1641.tif,train/questionnaire/0060215699.tif,0
tob04709.83_tob04709.91.tif,tob11434.83_tob11434.84.tif,presentation,news_article,train/presentation/tob04709.83_tob04709.91.tif,train/news_article/tob11434.83_tob11434.84.tif,0
03530642.tif,0001247335.tif,presentation,memo,train/presentation/03530642.tif,train/memo/0001247335.tif,0
tob15020.41_tob15020.45.tif,tob13713.91.tif,budget,budget,train/budget/tob15020.41_tob15020.45.tif,train/budget/tob13713.91.tif,1
2501058611_8612.tif,866980.tif,presentation,memo,train/presentation/2501058611_8612.tif,train/memo/866980.tif,0
tob11709.38.tif,2084533156.tif,news_article,news_article,train/news_article/tob11709.38.tif,train/news_article/2084533156.tif,1
2070718193.tif,50492175-2176.tif,advertisement,resume,train/advertisement/2070718193.tif,train/resume/50492175-2176.tif,0
2047527346_2047527353.tif,2020176374_2020176380.tif,presentation,presentation,train/presentation/2047527346_2047527353.tif,train/presentation/2020176374_2020176380.tif,1
94407817.tif,514167544_514167547.tif,specification,specification,train/specification/94407817.tif,train/specification/514167544_514167547.tif,1
2504061681.tif,50358141-8141.tif,news_article,resume,train/news_article/2504061681.tif,train/resume/50358141-8141.tif,0
0060174322.tif,60036790.tif,file_folder,file_folder,train/file_folder/0060174322.tif,train/file_folder/60036790.tif,1
50616764-6764.tif,0000188397.tif,scientific_publication,file_folder,train/scientific_publication/50616764-6764.tif,train/file_folder/0000188397.tif,0
2504017906.tif,0060106471.tif,file_folder,file_folder,train/file_folder/2504017906.tif,train/file_folder/0060106471.tif,1
0071007430.tif,2083774065.tif,presentation,news_article,train/presentation/0071007430.tif,train/news_article/2083774065.tif,0
2074104267.tif,500458002+-8007.tif,invoice,questionnaire,train/invoice/2074104267.tif,train/questionnaire/500458002+-8007.tif,0
92123172-a_92123192.tif,2040771551.tif,presentation,budget,train/presentation/92123172-a_92123192.tif,train/budget/2040771551.tif,0
522293104+-3112.tif,2022953049_3050.tif,invoice,invoice,train/invoice/522293104+-3112.tif,train/invoice/2022953049_3050.tif,1
88928567_8586.tif,504549006+-9006.tif,presentation,specification,train/presentation/88928567_8586.tif,train/specification/504549006+-9006.tif,0
50290448-0450.tif,98689549.tif,resume,budget,train/resume/50290448-0450.tif,train/budget/98689549.tif,0
50439333-9334.tif,2023342863_2023342873.tif,resume,resume,train/resume/50439333-9334.tif,train/resume/2023342863_2023342873.tif,1
tob12104.81_tob12104.87.tif,82882427_2498.tif,news_article,scientific_report,train/news_article/tob12104.81_tob12104.87.tif,train/scientific_report/82882427_2498.tif,0
2078716464.tif,93107346.tif,presentation,questionnaire,train/presentation/2078716464.tif,train/questionnaire/93107346.tif,0
1002763379.tif,94030027.tif,advertisement,advertisement,train/advertisement/1002763379.tif,train/advertisement/94030027.tif,1
2024259689.tif,0060053691.tif,file_folder,file_folder,train/file_folder/2024259689.tif,train/file_folder/0060053691.tif,1
92107615.tif,2057124574_4576.tif,budget,scientific_report,train/budget/92107615.tif,train/scientific_report/2057124574_4576.tif,0
0000046525.tif,2070712808_2809.tif,specification,advertisement,train/specification/0000046525.tif,train/advertisement/2070712808_2809.tif,0
2025019387.tif,2030116503.tif,advertisement,file_folder,train/advertisement/2025019387.tif,train/file_folder/2030116503.tif,0
504556807.tif,2057423610_2057423612.tif,specification,specification,train/specification/504556807.tif,train/specification/2057423610_2057423612.tif,1
1003066483.tif,13012595_13012597.tif,news_article,budget,train/news_article/1003066483.tif,train/budget/13012595_13012597.tif,0
2051835135.tif,517501362_517501363.tif,advertisement,advertisement,train/advertisement/2051835135.tif,train/advertisement/517501362_517501363.tif,1
0001156475.tif,1002403730-b.tif,invoice,news_article,train/invoice/0001156475.tif,train/news_article/1002403730-b.tif,0
2021566518_6521.tif,0001219462.tif,presentation,questionnaire,train/presentation/2021566518_6521.tif,train/questionnaire/0001219462.tif,0
89678182_89678194.tif,ti14861741.tif,memo,budget,train/memo/89678182_89678194.tif,train/budget/ti14861741.tif,0
PUBLICATIONS017920-7.tif,502471482.tif,scientific_publication,advertisement,train/scientific_publication/PUBLICATIONS017920-7.tif,train/advertisement/502471482.tif,0
1003043346-a.tif,1003043295-b.tif,news_article,news_article,train/news_article/1003043346-a.tif,train/news_article/1003043295-b.tif,1
10332875_10332890.tif,2001287705_2001287706.tif,scientific_publication,scientific_report,train/scientific_publication/10332875_10332890.tif,train/scientific_report/2001287705_2001287706.tif,0
71896164.tif,1003285770.tif,advertisement,memo,train/advertisement/71896164.tif,train/memo/1003285770.tif,0
50685711-5712.tif,50537424-7425.tif,resume,resume,train/resume/50685711-5712.tif,train/resume/50537424-7425.tif,1
10204230_10204243.tif,96355018.tif,scientific_publication,budget,train/scientific_publication/10204230_10204243.tif,train/budget/96355018.tif,0
517723088+-3090.tif,2062093275.tif,advertisement,scientific_report,train/advertisement/517723088+-3090.tif,train/scientific_report/2062093275.tif,0
2083542847.tif,50655545-5546.tif,news_article,resume,train/news_article/2083542847.tif,train/resume/50655545-5546.tif,0
0001444779.tif,0000319926.tif,memo,memo,train/memo/0001444779.tif,train/memo/0000319926.tif,1
2058503346.tif,502143354.tif,advertisement,advertisement,train/advertisement/2058503346.tif,train/advertisement/502143354.tif,1
517619214+-9215.tif,2024189717_2024189771.tif,questionnaire,scientific_report,train/questionnaire/517619214+-9215.tif,train/scientific_report/2024189717_2024189771.tif,0
2043664377.tif,2074169047_9048.tif,presentation,presentation,train/presentation/2043664377.tif,train/presentation/2074169047_9048.tif,1
10028441.tif,50569446-9452.tif,scientific_publication,scientific_publication,train/scientific_publication/10028441.tif,train/scientific_publication/50569446-9452.tif,1
87790431_0432.tif,10411896_10411904.tif,scientific_publication,scientific_publication,train/scientific_publication/87790431_0432.tif,train/scientific_publication/10411896_10411904.tif,1
01133083.tif,2050817756_2050817757.tif,presentation,scientific_report,train/presentation/01133083.tif,train/scientific_report/2050817756_2050817757.tif,0
2031300832.tif,2040464862_2040464865.tif,specification,scientific_report,train/specification/2031300832.tif,train/scientific_report/2040464862_2040464865.tif,0
2083785403_5406.tif,2050754052.tif,news_article,news_article,train/news_article/2083785403_5406.tif,train/news_article/2050754052.tif,1
2041806142.tif,2029153750.tif,file_folder,file_folder,train/file_folder/2041806142.tif,train/file_folder/2029153750.tif,1
87148525_87148528.tif,93216998.tif,invoice,invoice,train/invoice/87148525_87148528.tif,train/invoice/93216998.tif,1
0013003289.tif,80704105.tif,presentation,invoice,train/presentation/0013003289.tif,train/invoice/80704105.tif,0
tim00781.84.tif,94004809.tif,budget,budget,train/budget/tim00781.84.tif,train/budget/94004809.tif,1
2085699073.tif,0011989322.tif,invoice,questionnaire,train/invoice/2085699073.tif,train/questionnaire/0011989322.tif,0
1002648723_8769.tif,89313157.tif,scientific_report,scientific_report,train/scientific_report/1002648723_8769.tif,train/scientific_report/89313157.tif,1
tob11715.62.tif,2050754052.tif,news_article,news_article,train/news_article/tob11715.62.tif,train/news_article/2050754052.tif,1
10320008_10320012.tif,50596880-6881.tif,scientific_publication,resume,train/scientific_publication/10320008_10320012.tif,train/resume/50596880-6881.tif,0
50503716-3717.tif,50340683-0684.tif,resume,resume,train/resume/50503716-3717.tif,train/resume/50340683-0684.tif,1
0060033765.tif,11233923.tif,presentation,invoice,train/presentation/0060033765.tif,train/invoice/11233923.tif,0
ti31250697.tif,50597511-7512.tif,invoice,resume,train/invoice/ti31250697.tif,train/resume/50597511-7512.tif,0
1001402327_2328.tif,2023640968_2023640974.tif,scientific_report,scientific_report,train/scientific_report/1001402327_2328.tif,train/scientific_report/2023640968_2023640974.tif,1
506436632.tif,2029370352.tif,invoice,invoice,train/invoice/506436632.tif,train/invoice/2029370352.tif,1
2082295055.tif,2069718881.tif,specification,specification,train/specification/2082295055.tif,train/specification/2069718881.tif,1
11233923.tif,24012435.tif,invoice,budget,train/invoice/11233923.tif,train/budget/24012435.tif,0
502597830.tif,71359980.tif,advertisement,advertisement,train/advertisement/502597830.tif,train/advertisement/71359980.tif,1
10320008_10320012.tif,10204230_10204243.tif,scientific_publication,scientific_publication,train/scientific_publication/10320008_10320012.tif,train/scientific_publication/10204230_10204243.tif,1
0060094314.tif,2030623391.tif,file_folder,file_folder,train/file_folder/0060094314.tif,train/file_folder/2030623391.tif,1
2028931728.tif,2001223627_2001223632.tif,specification,scientific_report,train/specification/2028931728.tif,train/scientific_report/2001223627_2001223632.tif,0
2076337104_7135.tif,2022176103_6159.tif,presentation,scientific_report,train/presentation/2076337104_7135.tif,train/scientific_report/2022176103_6159.tif,0
2069721548.tif,2069718881.tif,specification,specification,train/specification/2069721548.tif,train/specification/2069718881.tif,1
86236581_6588.tif,09005334.tif,presentation,budget,train/presentation/86236581_6588.tif,train/budget/09005334.tif,0
10028441.tif,2026332564_2026332578.tif,scientific_publication,scientific_publication,train/scientific_publication/10028441.tif,train/scientific_publication/2026332564_2026332578.tif,1
91514569.tif,514306031+-6031.tif,invoice,advertisement,train/invoice/91514569.tif,train/advertisement/514306031+-6031.tif,0
2048277831.tif,50404687-4688.tif,news_article,resume,train/news_article/2048277831.tif,train/resume/50404687-4688.tif,0
ti04472267_2270.tif,1000881688.tif,news_article,memo,train/news_article/ti04472267_2270.tif,train/memo/1000881688.tif,0
2031308656.tif,2040799597_2040799609.tif,specification,budget,train/specification/2031308656.tif,train/budget/2040799597_2040799609.tif,0
2075169560_9567.tif,2047439409.tif,scientific_publication,questionnaire,train/scientific_publication/2075169560_9567.tif,train/questionnaire/2047439409.tif,0
2054906110.tif,81305424.tif,memo,scientific_report,train/memo/2054906110.tif,train/scientific_report/81305424.tif,0
00325360_00325375.tif,50421595-1596.tif,scientific_publication,resume,train/scientific_publication/00325360_00325375.tif,train/resume/50421595-1596.tif,0
11246208_11246217.tif,91581954.tif,scientific_publication,invoice,train/scientific_publication/11246208_11246217.tif,train/invoice/91581954.tif,0
501842601_501842608.tif,2063657516_2063657599.tif,questionnaire,memo,train/questionnaire/501842601_501842608.tif,train/memo/2063657516_2063657599.tif,0
2057677921.tif,92743885.tif,specification,memo,train/specification/2057677921.tif,train/memo/92743885.tif,0
50673064-3065.tif,2028727593_2028727594.tif,resume,scientific_report,train/resume/50673064-3065.tif,train/scientific_report/2028727593_2028727594.tif,0
50453997-3997.tif,91731112.tif,scientific_publication,scientific_publication,train/scientific_publication/50453997-3997.tif,train/scientific_publication/91731112.tif,1
71359980.tif,2045342985.tif,advertisement,budget,train/advertisement/71359980.tif,train/budget/2045342985.tif,0
87790431_0432.tif,50349052-9059.tif,scientific_publication,scientific_publication,train/scientific_publication/87790431_0432.tif,train/scientific_publication/50349052-9059.tif,1
2047128103_8105.tif,2040277464.tif,news_article,questionnaire,train/news_article/2047128103_8105.tif,train/questionnaire/2040277464.tif,0
87148525_87148528.tif,2080349784_9788.tif,invoice,questionnaire,train/invoice/87148525_87148528.tif,train/questionnaire/2080349784_9788.tif,0
2021310829.tif,2062097819.tif,file_folder,file_folder,train/file_folder/2021310829.tif,train/file_folder/2062097819.tif,1
10338947_10338952.tif,50128109-8109.tif,scientific_publication,scientific_report,train/scientific_publication/10338947_10338952.tif,train/scientific_report/50128109-8109.tif,0
94612682_2685.tif,50532264-2264.tif,scientific_publication,scientific_publication,train/scientific_publication/94612682_2685.tif,train/scientific_publication/50532264-2264.tif,1
0060026980.tif,2084021927.tif,presentation,invoice,train/presentation/0060026980.tif,train/invoice/2084021927.tif,0
50656050-6050.tif,2061659202.tif,scientific_publication,file_folder,train/scientific_publication/50656050-6050.tif,train/file_folder/2061659202.tif,0
2048499416.tif,2061001888.tif,advertisement,advertisement,train/advertisement/2048499416.tif,train/advertisement/2061001888.tif,1
18004679.tif,tob07117.33.tif,budget,budget,train/budget/18004679.tif,train/budget/tob07117.33.tif,1
50616764-6764.tif,87064443-a_87064443.tif,scientific_publication,invoice,train/scientific_publication/50616764-6764.tif,train/invoice/87064443-a_87064443.tif,0
509135297+-5298.tif,24012435.tif,advertisement,budget,train/advertisement/509135297+-5298.tif,train/budget/24012435.tif,0
2080231895_1896.tif,2076452714_2715.tif,presentation,presentation,train/presentation/2080231895_1896.tif,train/presentation/2076452714_2715.tif,1
50673064-3065.tif,50290448-0450.tif,resume,resume,train/resume/50673064-3065.tif,train/resume/50290448-0450.tif,1
507740951.tif,tcal0350040.tif,questionnaire,budget,train/questionnaire/507740951.tif,train/budget/tcal0350040.tif,0
2041806142.tif,0060218989.tif,file_folder,file_folder,train/file_folder/2041806142.tif,train/file_folder/0060218989.tif,1
2024733103_2024733104.tif,514303318+-3329.tif,questionnaire,questionnaire,train/questionnaire/2024733103_2024733104.tif,train/questionnaire/514303318+-3329.tif,1
71917833.tif,2025019387.tif,advertisement,advertisement,train/advertisement/71917833.tif,train/advertisement/2025019387.tif,1
515313892+-3893.tif,2072480489.tif,questionnaire,questionnaire,train/questionnaire/515313892+-3893.tif,train/questionnaire/2072480489.tif,1
81873100_3102.tif,2028729258.tif,presentation,invoice,train/presentation/81873100_3102.tif,train/invoice/2028729258.tif,0
50471645-1645.tif,2074446703.tif,scientific_publication,file_folder,train/scientific_publication/50471645-1645.tif,train/file_folder/2074446703.tif,0
11003888.tif,80701003_1007.tif,budget,budget,train/budget/11003888.tif,train/budget/80701003_1007.tif,1
505866001.tif,2060319357_2060319361.tif,questionnaire,budget,train/questionnaire/505866001.tif,train/budget/2060319357_2060319361.tif,0
2031295531.tif,2057429768_2057429770.tif,specification,specification,train/specification/2031295531.tif,train/specification/2057429768_2057429770.tif,1
50557908-7909.tif,50609871-9872.tif,resume,resume,train/resume/50557908-7909.tif,train/resume/50609871-9872.tif,1
2072957996.tif,tob09514.35.tif,invoice,news_article,train/invoice/2072957996.tif,train/news_article/tob09514.35.tif,0
2501052046_2501052050.tif,03755083_03755094.tif,scientific_publication,scientific_publication,train/scientific_publication/2501052046_2501052050.tif,train/scientific_publication/03755083_03755094.tif,1
50616839-6840.tif,50611538-1539.tif,resume,resume,train/resume/50616839-6840.tif,train/resume/50611538-1539.tif,1
44006895_44006898.tif,96355018.tif,budget,budget,train/budget/44006895_44006898.tif,train/budget/96355018.tif,1
81873100_3102.tif,2023484794.tif,presentation,file_folder,train/presentation/81873100_3102.tif,train/file_folder/2023484794.tif,0
1002402460.tif,1001526153_1001526155.tif,news_article,scientific_report,train/news_article/1002402460.tif,train/scientific_report/1001526153_1001526155.tif,0
2060528803.tif,11777498.tif,scientific_publication,memo,train/scientific_publication/2060528803.tif,train/memo/11777498.tif,0
0000265311.tif,2045467459.tif,memo,budget,train/memo/0000265311.tif,train/budget/2045467459.tif,0
505869944.tif,2069715676.tif,specification,specification,train/specification/505869944.tif,train/specification/2069715676.tif,1
50596880-6881.tif,2041451081.tif,resume,budget,train/resume/50596880-6881.tif,train/budget/2041451081.tif,0
2072361046.tif,2504061681.tif,news_article,news_article,train/news_article/2072361046.tif,train/news_article/2504061681.tif,1
503961852+-1852.tif,50492175-2176.tif,advertisement,resume,train/advertisement/503961852+-1852.tif,train/resume/50492175-2176.tif,0
03751504_03751505.tif,2073706709.tif,news_article,news_article,train/news_article/03751504_03751505.tif,train/news_article/2073706709.tif,1
1000741102.tif,89678182_89678194.tif,memo,memo,train/memo/1000741102.tif,train/memo/89678182_89678194.tif,1
0060312040.tif,1003184438_1003184439.tif,file_folder,memo,train/file_folder/0060312040.tif,train/memo/1003184438_1003184439.tif,0
2031318188.tif,2023484794.tif,specification,file_folder,train/specification/2031318188.tif,train/file_folder/2023484794.tif,0
50656050-6050.tif,50386302-6306.tif,scientific_publication,scientific_publication,train/scientific_publication/50656050-6050.tif,train/scientific_publication/50386302-6306.tif,1
2040162428_2040162429.tif,2040799597_2040799609.tif,budget,budget,train/budget/2040162428_2040162429.tif,train/budget/2040799597_2040799609.tif,1
87401950.tif,2058500683.tif,specification,advertisement,train/specification/87401950.tif,train/advertisement/2058500683.tif,0
512463765+-3777.tif,0000016731.tif,specification,budget,train/specification/512463765+-3777.tif,train/budget/0000016731.tif,0
tob11433.15.tif,tob09121.70.tif,news_article,news_article,train/news_article/tob11433.15.tif,train/news_article/tob09121.70.tif,1
2057469403.tif,2057429768_2057429770.tif,specification,specification,train/specification/2057469403.tif,train/specification/2057429768_2057429770.tif,1
1000277298.tif,82607570.tif,advertisement,advertisement,train/advertisement/1000277298.tif,train/advertisement/82607570.tif,1
2063122298.tif,2026464058_2026464063.tif,scientific_report,scientific_report,train/scientific_report/2063122298.tif,train/scientific_report/2026464058_2026464063.tif,1
2021622648.tif,2015065067.tif,resume,resume,train/resume/2021622648.tif,train/resume/2015065067.tif,1
2057435954_2057435956.tif,0060051279.tif,specification,invoice,train/specification/2057435954_2057435956.tif,train/invoice/0060051279.tif,0
0001139783.tif,2021572225_2021572226.tif,invoice,scientific_report,train/invoice/0001139783.tif,train/scientific_report/2021572225_2021572226.tif,0
tob07902.46.tif,03008792.tif,budget,budget,train/budget/tob07902.46.tif,train/budget/03008792.tif,1
2047439409.tif,505939733_505939742.tif,questionnaire,questionnaire,train/questionnaire/2047439409.tif,train/questionnaire/505939733_505939742.tif,1
50502792-2793.tif,50550600-0601.tif,resume,resume,train/resume/50502792-2793.tif,train/resume/50550600-0601.tif,1
92196290.tif,2022909668.tif,invoice,file_folder,train/invoice/92196290.tif,train/file_folder/2022909668.tif,0
2029042716.tif,93497239.tif,scientific_publication,budget,train/scientific_publication/2029042716.tif,train/budget/93497239.tif,0
00490507.tif,2029118735_2029118746.tif,invoice,questionnaire,train/invoice/00490507.tif,train/questionnaire/2029118735_2029118746.tif,0
okl00215.94.tif,0000319926.tif,memo,memo,train/memo/okl00215.94.tif,train/memo/0000319926.tif,1
2084482148_2149.tif,92704828.tif,advertisement,advertisement,train/advertisement/2084482148_2149.tif,train/advertisement/92704828.tif,1
2053857167_2053857172.tif,2057488991_2057488993.tif,specification,specification,train/specification/2053857167_2053857172.tif,train/specification/2057488991_2057488993.tif,1
2057447013_2057447014.tif,2069731963.tif,specification,specification,train/specification/2057447013_2057447014.tif,train/specification/2069731963.tif,1
2080714734.tif,2072361046.tif,news_article,news_article,train/news_article/2080714734.tif,train/news_article/2072361046.tif,1
2031315185.tif,2029038567_2029038589.tif,specification,scientific_report,train/specification/2031315185.tif,train/scientific_report/2029038567_2029038589.tif,0
2073498513_8518.tif,0071000458.tif,presentation,file_folder,train/presentation/2073498513_8518.tif,train/file_folder/0071000458.tif,0
2084020329.tif,2025851823.tif,invoice,news_article,train/invoice/2084020329.tif,train/news_article/2025851823.tif,0
2021311931.tif,2058000115.tif,file_folder,memo,train/file_folder/2021311931.tif,train/memo/2058000115.tif,0
0011929760.tif,885798.tif,invoice,memo,train/invoice/0011929760.tif,train/memo/885798.tif,0
01409488.tif,96355018.tif,budget,budget,train/budget/01409488.tif,train/budget/96355018.tif,1
50421595-1596.tif,2051674178_2051674179.tif,resume,budget,train/resume/50421595-1596.tif,train/budget/2051674178_2051674179.tif,0
0060362520.tif,500144594+-4594.tif,presentation,advertisement,train/presentation/0060362520.tif,train/advertisement/500144594+-4594.tif,0
0001226488.tif,ti10260348.tif,presentation,news_article,train/presentation/0001226488.tif,train/news_article/ti10260348.tif,0
50569446-9452.tif,2504017906.tif,scientific_publication,file_folder,train/scientific_publication/50569446-9452.tif,train/file_folder/2504017906.tif,0
2073808558.tif,0060048446.tif,invoice,invoice,train/invoice/2073808558.tif,train/invoice/0060048446.tif,1
87703958_87703959.tif,2078716464.tif,presentation,presentation,train/presentation/87703958_87703959.tif,train/presentation/2078716464.tif,1
2046287541a.tif,50470711-0711.tif,news_article,file_folder,train/news_article/2046287541a.tif,train/file_folder/50470711-0711.tif,0
2057418438.tif,2031296487.tif,specification,specification,train/specification/2057418438.tif,train/specification/2031296487.tif,1
71917833.tif,03751504_03751505.tif,advertisement,news_article,train/advertisement/71917833.tif,train/news_article/03751504_03751505.tif,0
87433002.tif,10115609.tif,file_folder,resume,train/file_folder/87433002.tif,train/resume/10115609.tif,0
70114183-4183.tif,1005100713.tif,news_article,news_article,train/news_article/70114183-4183.tif,train/news_article/1005100713.tif,1
0060075043.tif,0060043062.tif,invoice,questionnaire,train/invoice/0060075043.tif,train/questionnaire/0060043062.tif,0
91810217-b.tif,2042408346.tif,invoice,advertisement,train/invoice/91810217-b.tif,train/advertisement/2042408346.tif,0
502474072.tif,2077585651.tif,advertisement,questionnaire,train/advertisement/502474072.tif,train/questionnaire/2077585651.tif,0
2502304308_4321.tif,2025875574_2025875575.tif,presentation,presentation,train/presentation/2502304308_4321.tif,train/presentation/2025875574_2025875575.tif,1
